exp_id,avg_acc_before,avg_acc_after,time,Props,Heuristic,NumConstraints,Threshold,NNHidden,Params,Free,WeightsConfig,extra_params
23,,,timeout,1,GRID,400,2,[4],22,5,"{'select_neuron': [[2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 400}"
24,0.9950846531949754,0.375204806116876,2.9003,1,GRID,400,1,[4],22,5,"{'select_neuron': [[2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 400}"
25,,,timeout,1,GRID,400,2,[4],22,5,"{'select_neuron': [[2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 400}"
26,0.9950846531949754,0.375204806116876,4.2224,1,GRID,400,1,[4],22,10,{'select_layer': [[2]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 400}"
27,,,timeout,1,GRID,400,2,[4],22,10,{'select_layer': [[2]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 400}"
28,0.9950846531949754,0.6430912069907154,5.5790,1,VORONOI,250,1,[4],22,5,"{'select_neuron': [[2, 1]]}","{'limit_points': 400, 'resample': True, 'random_state': 42}"
29,,,timeout,1,VORONOI,250,2,[4],22,5,"{'select_neuron': [[2, 1]]}","{'limit_points': 400, 'resample': True, 'random_state': 42}"
30,0.9950846531949754,0.375204806116876,3.0391,1,VORONOI,250,1,[4],22,5,"{'select_neuron': [[2, 2]]}","{'limit_points': 400, 'resample': True, 'random_state': 42}"
31,,,timeout,1,VORONOI,250,2,[4],22,5,"{'select_neuron': [[2, 2]]}","{'limit_points': 400, 'resample': True, 'random_state': 42}"
32,0.9950846531949754,0.375204806116876,2.9732,1,VORONOI,250,1,[4],22,10,{'select_layer': [[2]]},"{'limit_points': 400, 'resample': True, 'random_state': 42}"
33,,,timeout,1,VORONOI,250,2,[4],22,10,{'select_layer': [[2]]},"{'limit_points': 400, 'resample': True, 'random_state': 42}"
