exp_id,avg_acc_before,avg_acc_after,time,Props,Heuristic,NumConstraints,Threshold,NNHidden,Params,Free,WeightsConfig,extra_params
62,unsat,unsat,2.0942,1,GRID,100,2,[4],22,2,"{'select_weight': [[2, 1, 1], [2, 1, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
63,unsat,unsat,0.2407,1,GRID,100,1,[4],22,1,"{'select_weight': [[2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
64,unsat,unsat,1.7921,1,GRID,100,2,[4],22,1,"{'select_weight': [[2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
65,unsat,unsat,0.2352,1,GRID,100,1,[4],22,1,"{'select_weight': [[2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
66,unsat,unsat,1.8441,1,GRID,100,2,[4],22,1,"{'select_weight': [[2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
67,unsat,unsat,0.3204,1,GRID,100,1,[4],22,2,"{'select_weight': [[2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
68,unsat,unsat,2.0901,1,GRID,100,2,[4],22,2,"{'select_weight': [[2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
69,unsat,unsat,0.2465,1,GRID,100,1,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
70,unsat,unsat,2.0271,1,GRID,100,2,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
71,unsat,unsat,0.2891,1,GRID,100,1,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
72,unsat,unsat,2.7441,1,GRID,100,2,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
73,unsat,unsat,0.2385,1,GRID,100,1,[4],22,4,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
74,unsat,unsat,2.1848,1,GRID,100,2,[4],22,4,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
75,0.9950846531949754,0.5016384489350082,0.3238,1,GRID,100,1,[4],22,5,"{'select_neuron': [[2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
76,,,timeout,1,GRID,100,2,[4],22,5,"{'select_neuron': [[2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
77,0.9950846531949754,0.375204806116876,0.2721,1,GRID,100,1,[4],22,5,"{'select_neuron': [[2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
78,,,timeout,1,GRID,100,2,[4],22,5,"{'select_neuron': [[2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
79,0.9950846531949754,0.375204806116876,0.5565,1,GRID,100,1,[4],22,10,{'select_layer': [[2]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
80,,,timeout,1,GRID,100,2,[4],22,10,{'select_layer': [[2]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
81,0.9950846531949754,0.3858547241944293,0.9100,1,GRID,100,1,[4],22,12,{'select_layer': [[1]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
82,,,timeout,1,GRID,100,2,[4],22,12,{'select_layer': [[1]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
83,,,timeout,1,GRID,100,1,[4],22,22,"{'select_layer': [[1], [2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
84,,,timeout,1,GRID,100,2,[4],22,22,"{'select_layer': [[1], [2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 4, 'samples_num': 3, 'limit_cells': 450}"
85,unsat,unsat,1.4230,1,VORONOI,153,1,[4],22,1,"{'select_weight': [[2, 1, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
86,,,timeout,1,VORONOI,153,2,[4],22,1,"{'select_weight': [[2, 1, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
87,unsat,unsat,1.2132,1,VORONOI,153,1,[4],22,1,"{'select_weight': [[2, 1, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
88,,,timeout,1,VORONOI,153,2,[4],22,1,"{'select_weight': [[2, 1, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
89,unsat,unsat,1.2545,1,VORONOI,153,1,[4],22,2,"{'select_weight': [[2, 1, 1], [2, 1, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
90,,,timeout,1,VORONOI,153,2,[4],22,2,"{'select_weight': [[2, 1, 1], [2, 1, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
91,unsat,unsat,1.5079,1,VORONOI,153,1,[4],22,1,"{'select_weight': [[2, 2, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
92,,,timeout,1,VORONOI,153,2,[4],22,1,"{'select_weight': [[2, 2, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
93,unsat,unsat,2.3599,1,VORONOI,153,1,[4],22,1,"{'select_weight': [[2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
94,,,timeout,1,VORONOI,153,2,[4],22,1,"{'select_weight': [[2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
95,unsat,unsat,2.6768,1,VORONOI,153,1,[4],22,2,"{'select_weight': [[2, 2, 1], [2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
96,,,timeout,1,VORONOI,153,2,[4],22,2,"{'select_weight': [[2, 2, 1], [2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
97,unsat,unsat,3.4163,1,VORONOI,153,1,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
98,,,timeout,1,VORONOI,153,2,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
99,unsat,unsat,3.1486,1,VORONOI,153,1,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
100,,,timeout,1,VORONOI,153,2,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
101,unsat,unsat,2.8181,1,VORONOI,153,1,[4],22,4,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1], [2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
102,,,timeout,1,VORONOI,153,2,[4],22,4,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1], [2, 2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
103,0.9950846531949754,0.5669033315128346,3.7555,1,VORONOI,153,1,[4],22,5,"{'select_neuron': [[2, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
104,,,timeout,1,VORONOI,153,2,[4],22,5,"{'select_neuron': [[2, 1]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
105,0.9950846531949754,0.375204806116876,4.6258,1,VORONOI,153,1,[4],22,5,"{'select_neuron': [[2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
106,,,timeout,1,VORONOI,153,2,[4],22,5,"{'select_neuron': [[2, 2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
107,0.9950846531949754,0.375204806116876,4.1594,1,VORONOI,153,1,[4],22,10,{'select_layer': [[2]]},"{'limit_points': 200, 'resample': True, 'random_state': 42}"
108,,,timeout,1,VORONOI,153,2,[4],22,10,{'select_layer': [[2]]},"{'limit_points': 200, 'resample': True, 'random_state': 42}"
109,0.9950846531949754,0.375204806116876,3.4618,1,VORONOI,153,1,[4],22,12,{'select_layer': [[1]]},"{'limit_points': 200, 'resample': True, 'random_state': 42}"
110,,,timeout,1,VORONOI,153,2,[4],22,12,{'select_layer': [[1]]},"{'limit_points': 200, 'resample': True, 'random_state': 42}"
111,0.9950846531949754,0.62998361551065,12.0139,1,VORONOI,153,1,[4],22,22,"{'select_layer': [[1], [2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
112,,,timeout,1,VORONOI,153,2,[4],22,22,"{'select_layer': [[1], [2]]}","{'limit_points': 200, 'resample': True, 'random_state': 42}"
113,unsat,unsat,6.0204,1,GRID,441,1,[4],22,1,"{'select_weight': [[2, 1, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
114,,,timeout,1,GRID,441,2,[4],22,1,"{'select_weight': [[2, 1, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
115,unsat,unsat,6.5114,1,GRID,441,1,[4],22,1,"{'select_weight': [[2, 1, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
116,,,timeout,1,GRID,441,2,[4],22,1,"{'select_weight': [[2, 1, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
117,unsat,unsat,4.0547,1,GRID,441,1,[4],22,2,"{'select_weight': [[2, 1, 1], [2, 1, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
118,,,timeout,1,GRID,441,2,[4],22,2,"{'select_weight': [[2, 1, 1], [2, 1, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
119,unsat,unsat,4.6840,1,GRID,441,1,[4],22,1,"{'select_weight': [[2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
120,,,timeout,1,GRID,441,2,[4],22,1,"{'select_weight': [[2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
121,unsat,unsat,5.5579,1,GRID,441,1,[4],22,1,"{'select_weight': [[2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
122,,,timeout,1,GRID,441,2,[4],22,1,"{'select_weight': [[2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
123,unsat,unsat,4.6563,1,GRID,441,1,[4],22,2,"{'select_weight': [[2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
124,,,timeout,1,GRID,441,2,[4],22,2,"{'select_weight': [[2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
125,unsat,unsat,6.0490,1,GRID,441,1,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
126,,,timeout,1,GRID,441,2,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
127,unsat,unsat,4.8619,1,GRID,441,1,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
128,,,timeout,1,GRID,441,2,[4],22,3,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
129,unsat,unsat,6.8217,1,GRID,441,1,[4],22,4,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
130,,,timeout,1,GRID,441,2,[4],22,4,"{'select_weight': [[2, 1, 1], [2, 1, 2], [2, 2, 1], [2, 2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
131,0.9950846531949754,0.375204806116876,8.6394,1,GRID,441,1,[4],22,5,"{'select_neuron': [[2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
132,,,timeout,1,GRID,441,2,[4],22,5,"{'select_neuron': [[2, 1]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
133,0.9950846531949754,0.593391589295467,6.5956,1,GRID,441,1,[4],22,5,"{'select_neuron': [[2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
134,,,timeout,1,GRID,441,2,[4],22,5,"{'select_neuron': [[2, 2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
135,0.9950846531949754,0.375204806116876,4.3426,1,GRID,441,1,[4],22,10,{'select_layer': [[2]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
136,,,timeout,1,GRID,441,2,[4],22,10,{'select_layer': [[2]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
137,0.9950846531949754,0.4904423812124522,4.1502,1,GRID,441,1,[4],22,12,{'select_layer': [[1]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
138,,,timeout,1,GRID,441,2,[4],22,12,{'select_layer': [[1]]},"{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
139,0.9950846531949754,0.4983615510649918,26.0362,1,GRID,441,1,[4],22,22,"{'select_layer': [[1], [2]]}","{'x_range': [-22, 22], 'y_range': [-22, 22], 'grid_delta': 2, 'samples_num': 3, 'limit_cells': 450}"
