exp_id,avg_acc_before,avg_acc_after,time,config_path,Props,Heuristic,NumConstraints,Threshold,NNHidden,Params,Free,WeightsConfig,extra_params
75,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_75/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 6, 1], [2, 2, 3]]}",
76,1.0,0.8483636363636363,151.8286,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_76/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 6, 1], [2, 4, 3]]}",
77,unknown,unknown,timeout,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_77/config.json,2,SAMPLES,6000,500,"[10, 10]",162,2,"{'select_weight': [[2, 6, 1], [2, 4, 3]]}",
78,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_78/config.json,2,SAMPLES,None,1000,"[10, 10]",None,None,"{'select_weight': [[2, 6, 1], [2, 4, 3]]}",
79,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_79/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 6, 1], [2, 4, 3]]}",
80,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_80/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 6, 1], [2, 4, 3]]}",
81,1.0,0.853,134.5196,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_81/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 6, 1], [2, 8, 3]]}",
82,unknown,unknown,timeout,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_82/config.json,2,SAMPLES,6000,500,"[10, 10]",162,2,"{'select_weight': [[2, 6, 1], [2, 8, 3]]}",
83,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_83/config.json,2,SAMPLES,None,1000,"[10, 10]",None,None,"{'select_weight': [[2, 6, 1], [2, 8, 3]]}",
84,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_84/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 6, 1], [2, 8, 3]]}",
85,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_85/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 6, 1], [2, 8, 3]]}",
86,unsat,unsat,149.9992,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_86/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 3, 9]]}",
87,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_87/config.json,2,SAMPLES,None,500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 9]]}",
88,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_88/config.json,2,SAMPLES,None,1000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 9]]}",
89,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_89/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 9]]}",
90,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_90/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 9]]}",
91,unsat,unsat,147.3452,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_91/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 3, 6]]}",
92,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_92/config.json,2,SAMPLES,None,500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 6]]}",
93,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_93/config.json,2,SAMPLES,None,1000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 6]]}",
94,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_94/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 6]]}",
95,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_95/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 6]]}",
96,1.0,0.8610909090909091,56.0064,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_96/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 3, 3]]}",
97,unknown,unknown,timeout,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_97/config.json,2,SAMPLES,6000,500,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 3, 3]]}",
98,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_98/config.json,2,SAMPLES,None,1000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 3]]}",
99,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_99/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 3]]}",
100,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_100/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 3, 3]]}",
101,1.0,0.9917272727272727,211.6457,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_101/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 9, 5]]}",
102,1.0,0.9851818181818182,150.2958,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_102/config.json,2,SAMPLES,6000,500,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 9, 5]]}",
103,unknown,unknown,timeout,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_103/config.json,2,SAMPLES,6000,1000,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 9, 5]]}",
104,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_104/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 9, 5]]}",
105,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_105/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 9, 5]]}",
106,1.0,0.992,95.9888,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_106/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 2, 3]]}",
107,unknown,unknown,timeout,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_107/config.json,2,SAMPLES,6000,500,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 2, 3]]}",
108,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_108/config.json,2,SAMPLES,None,1000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 2, 3]]}",
109,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_109/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 2, 3]]}",
110,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_110/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 2, 3]]}",
111,1.0,0.9854545454545455,227.1427,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_111/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 4, 3]]}",
112,unknown,unknown,timeout,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_112/config.json,2,SAMPLES,6000,500,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 4, 3]]}",
113,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_113/config.json,2,SAMPLES,None,1000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 4, 3]]}",
114,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_114/config.json,2,SAMPLES,None,2000,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 4, 3]]}",
115,skipped,skipped,skipped,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_115/config.json,2,SAMPLES,None,5500,"[10, 10]",None,None,"{'select_weight': [[2, 4, 1], [2, 4, 3]]}",
116,1.0,0.9901818181818182,222.6255,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_116/config.json,2,SAMPLES,6000,1,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 8, 3]]}",
117,unknown,unknown,timeout,/home/deebee/PycharmProjects/NNSynthesizer/cache/config-blobs-3/exp_117/config.json,2,SAMPLES,6000,500,"[10, 10]",162,2,"{'select_weight': [[2, 4, 1], [2, 8, 3]]}",
